year,statefip,met2013,perwt,sex,age,race,hispan,bpl,educd,empstat,uhrswork,inctot,incwage
"2019","Tennessee","Memphis, TN-MS-AR",59.00,"Female","52","White","Not Hispanic","Texas","Bachelor's degree","Employed","10",5000,5000
"2019","Tennessee","Memphis, TN-MS-AR",56.00,"Male","16","White","Not Hispanic","Georgia","Grade 10","Not in labor force","N/A",0,0
"2019","Tennessee","Memphis, TN-MS-AR",88.00,"Female","93","White","Not Hispanic","Tennessee","Grade 8","Not in labor force","N/A",26000,0
"2019","Tennessee","Memphis, TN-MS-AR",123.00,"Female","52","White","Not Hispanic","Tennessee","Associate's degree, type not specified","Employed","40",62000,60000
"2019","Tennessee","Memphis, TN-MS-AR",52.00,"Female","64","Black/African American/Negro","Not Hispanic","Tennessee","GED or alternative credential","Not in labor force","N/A",12100,0
"2019","Tennessee","Memphis, TN-MS-AR",112.00,"Female","42","White","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Employed","40",23500,23000
"2019","Tennessee","Memphis, TN-MS-AR",93.00,"Male","41","White","Not Hispanic","Tennessee","Bachelor's degree","Employed","40",90000,90000
"2019","Tennessee","Memphis, TN-MS-AR",92.00,"Male","38","White","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Employed","50",35000,35000
"2019","Tennessee","Memphis, TN-MS-AR",67.00,"Female","32","White","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Employed","45",34000,32000
"2019","Tennessee","Memphis, TN-MS-AR",63.00,"Male","11","White","Not Hispanic","Tennessee","Grade 5","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",63.00,"Male","9","White","Not Hispanic","Tennessee","Grade 3","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",62.00,"Male","7","White","Not Hispanic","Tennessee","Grade 2","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",63.00,"Male","5","White","Not Hispanic","Tennessee","Nursery school, preschool","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",87.00,"Male","54","White","Not Hispanic","Tennessee","Bachelor's degree","Employed","4",9500,9500
"2019","Tennessee","Memphis, TN-MS-AR",133.00,"Female","79","White","Not Hispanic","Missouri","Professional degree beyond a bachelor's degree","Not in labor force","N/A",30000,0
"2019","Tennessee","Memphis, TN-MS-AR",40.00,"Female","73","Black/African American/Negro","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Not in labor force","N/A",31200,0
"2019","Tennessee","Memphis, TN-MS-AR",46.00,"Male","65","Black/African American/Negro","Not Hispanic","Tennessee","Grade 11","Not in labor force","N/A",9200,0
"2019","Tennessee","Memphis, TN-MS-AR",126.00,"Male","32","White","Not Hispanic","Missouri","Bachelor's degree","Employed","40",53900,53000
"2019","Tennessee","Memphis, TN-MS-AR",82.00,"Female","31","White","Not Hispanic","Tennessee","Bachelor's degree","Employed","24",37000,37000
"2019","Tennessee","Memphis, TN-MS-AR",78.00,"Male","5","White","Not Hispanic","Tennessee","Nursery school, preschool","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",145.00,"Male","3","White","Not Hispanic","Tennessee","No schooling completed","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",34.00,"Male","67","Black/African American/Negro","Not Hispanic","Mississippi","1 or more years of college credit, no degree","Employed","40",27000,27000
"2019","Tennessee","Memphis, TN-MS-AR",94.00,"Female","61","White","Not Hispanic","Louisiana","Regular high school diploma","Unemployed","20",28000,12000
"2019","Tennessee","Memphis, TN-MS-AR",132.00,"Female","31","White","Not Hispanic","Tennessee","Regular high school diploma","Employed","40",25900,25900
"2019","Tennessee","Memphis, TN-MS-AR",127.00,"Female","64","White","Not Hispanic","Louisiana","1 or more years of college credit, no degree","Not in labor force","40",30000,20000
"2019","Tennessee","Memphis, TN-MS-AR",34.00,"Male","48","White","Not Hispanic","Missouri","1 or more years of college credit, no degree","Employed","40",165000,160000
"2019","Tennessee","Memphis, TN-MS-AR",44.00,"Female","45","White","Mexican","Tennessee","Master's degree","Employed","60",45000,45000
"2019","Tennessee","Memphis, TN-MS-AR",42.00,"Male","9","White","Mexican","Tennessee","Grade 3","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",120.00,"Male","58","Black/African American/Negro","Not Hispanic","Mississippi","Bachelor's degree","Unemployed","50",111000,111000
"2019","Tennessee","Memphis, TN-MS-AR",148.00,"Female","56","Black/African American/Negro","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Employed","30",24000,24000
"2019","Tennessee","Memphis, TN-MS-AR",261.00,"Male","32","Black/African American/Negro","Not Hispanic","Tennessee","Regular high school diploma","Employed","25",19500,19500
"2019","Tennessee","Memphis, TN-MS-AR",51.00,"Male","46","White","Not Hispanic","Florida","Bachelor's degree","Employed","40",61400,53000
"2019","Tennessee","Memphis, TN-MS-AR",106.00,"Male","29","Black/African American/Negro","Not Hispanic","Arkansas","1 or more years of college credit, no degree","Employed","40",40000,40000
"2019","Tennessee","Memphis, TN-MS-AR",119.00,"Female","33","Black/African American/Negro","Not Hispanic","Arkansas","1 or more years of college credit, no degree","Unemployed","N/A",0,0
"2019","Tennessee","Memphis, TN-MS-AR",118.00,"Female","3","Black/African American/Negro","Not Hispanic","Tennessee","No schooling completed","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",117.00,"Female","1","Black/African American/Negro","Not Hispanic","Tennessee","N/A","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",181.00,"Male","Less than 1 year old","Black/African American/Negro","Not Hispanic","Tennessee","N/A","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",85.00,"Female","16","Black/African American/Negro","Not Hispanic","Tennessee","Grade 10","Not in labor force","N/A",0,0
"2019","Tennessee","Memphis, TN-MS-AR",95.00,"Male","14","Black/African American/Negro","Not Hispanic","Tennessee","Grade 7","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",113.00,"Male","54","Black/African American/Negro","Not Hispanic","Mississippi","Regular high school diploma","Not in labor force","N/A",8400,0
"2019","Tennessee","Memphis, TN-MS-AR",94.00,"Female","77","White","Not Hispanic","Mississippi","Bachelor's degree","Not in labor force","N/A",18500,0
"2019","Tennessee","Memphis, TN-MS-AR",81.00,"Male","77","White","Not Hispanic","Mississippi","Bachelor's degree","Not in labor force","N/A",54200,0
"2019","Tennessee","Memphis, TN-MS-AR",50.00,"Female","22","White","Puerto Rican","Wisconsin","Bachelor's degree","Not in labor force","25",9900,9900
"2019","Tennessee","Memphis, TN-MS-AR",57.00,"Male","22","White","Not Hispanic","Wisconsin","Bachelor's degree","Employed","40",15000,15000
"2019","Tennessee","Memphis, TN-MS-AR",80.00,"Female","36","White","Not Hispanic","Ohio","Regular high school diploma","Employed","32",34000,34000
"2019","Tennessee","Memphis, TN-MS-AR",71.00,"Female","13","White","Not Hispanic","Tennessee","Grade 7","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",54.00,"Male","11","White","Not Hispanic","Mississippi","Grade 5","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",80.00,"Male","49","White","Not Hispanic","Tennessee","Master's degree","Employed","40",132600,132000
"2019","Tennessee","Memphis, TN-MS-AR",95.00,"Female","49","White","Not Hispanic","North Carolina","Bachelor's degree","Not in labor force","N/A",0,0
"2019","Tennessee","Memphis, TN-MS-AR",79.00,"Male","13","White","Not Hispanic","Tennessee","Grade 7","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",73.00,"Female","53","Black/African American/Negro","Not Hispanic","Tennessee","Bachelor's degree","Employed","55",78000,78000
"2019","Tennessee","Memphis, TN-MS-AR",80.00,"Male","10","Black/African American/Negro","Not Hispanic","Tennessee","Grade 5","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",107.00,"Female","64","White","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Employed","45",60200,55000
"2019","Tennessee","Memphis, TN-MS-AR",98.00,"Male","65","White","Not Hispanic","Tennessee","Regular high school diploma","Not in labor force","40",85000,0
"2019","Tennessee","Memphis, TN-MS-AR",381.00,"Female","36","Black/African American/Negro","Not Hispanic","Tennessee","Regular high school diploma","Employed","40",55000,55000
"2019","Tennessee","Memphis, TN-MS-AR",302.00,"Female","58","White","Not Hispanic","New York","Regular high school diploma","Unemployed","40",19600,19600
"2019","Tennessee","Memphis, TN-MS-AR",27.00,"Female","86","White","Not Hispanic","Arkansas","Doctoral degree","Not in labor force","N/A",53500,0
"2019","Tennessee","Memphis, TN-MS-AR",40.00,"Female","24","White","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Not in labor force","24",2000,2000
"2019","Tennessee","Memphis, TN-MS-AR",95.00,"Female","80","White","Not Hispanic","Tennessee","Some college, but less than 1 year","Unemployed","N/A",31000,0
"2019","Tennessee","Memphis, TN-MS-AR",240.00,"Female","62","White","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Not in labor force","N/A",14200,0
"2019","Tennessee","Memphis, TN-MS-AR",529.00,"Male","40","White","Not Hispanic","Tennessee","Grade 9","Not in labor force","N/A",0,0
"2019","Tennessee","Memphis, TN-MS-AR",527.00,"Female","35","White","Not Hispanic","Florida","1 or more years of college credit, no degree","Employed","40",4000,4000
"2019","Tennessee","Memphis, TN-MS-AR",125.00,"Female","58","Black/African American/Negro","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Employed","40",21000,21000
"2019","Tennessee","Memphis, TN-MS-AR",266.00,"Female","56","Black/African American/Negro","Not Hispanic","Mississippi","Regular high school diploma","Employed","36",20000,20000
"2019","Tennessee","Memphis, TN-MS-AR",213.00,"Male","63","Black/African American/Negro","Not Hispanic","Mississippi","Regular high school diploma","Employed","60",45000,45000
"2019","Tennessee","Memphis, TN-MS-AR",422.00,"Male","26","Black/African American/Negro","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Employed","40",15000,15000
"2019","Tennessee","Memphis, TN-MS-AR",132.00,"Male","51","White","Not Hispanic","New York","Regular high school diploma","Employed","40",38000,38000
"2019","Tennessee","Memphis, TN-MS-AR",90.00,"Female","33","White","Not Hispanic","Tennessee","Regular high school diploma","Not in labor force","N/A",8400,0
"2019","Tennessee","Memphis, TN-MS-AR",145.00,"Male","6","White","Not Hispanic","Tennessee","No schooling completed","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",52.00,"Male","3","White","Not Hispanic","Tennessee","No schooling completed","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",52.00,"Male","Less than 1 year old","White","Not Hispanic","Tennessee","N/A","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",14.00,"Female","78","White","Not Hispanic","Tennessee","Associate's degree, type not specified","Not in labor force","N/A",30700,0
"2019","Tennessee","Memphis, TN-MS-AR",28.00,"Female","85","White","Not Hispanic","Mississippi","Regular high school diploma","Not in labor force","N/A",5000,0
"2019","Tennessee","Memphis, TN-MS-AR",32.00,"Male","87","White","Not Hispanic","Mississippi","Grade 3","Not in labor force","N/A",12000,0
"2019","Tennessee","Memphis, TN-MS-AR",120.00,"Male","36","White","Not Hispanic","California","Some college, but less than 1 year","Employed","40",70000,70000
"2019","Tennessee","Memphis, TN-MS-AR",99.00,"Female","32","White","Not Hispanic","Texas","Master's degree","Employed","40",78000,78000
"2019","Tennessee","Memphis, TN-MS-AR",123.00,"Male","1","White","Not Hispanic","Tennessee","N/A","N/A","N/A",9999999,999999
"2019","Tennessee","Memphis, TN-MS-AR",49.00,"Female","50","Black/African American/Negro","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Employed","40",30000,30000
"2019","Tennessee","Memphis, TN-MS-AR",45.00,"Female","61","White","Not Hispanic","Tennessee","Bachelor's degree","Not in labor force","20",477700,476000
"2019","Tennessee","Memphis, TN-MS-AR",55.00,"Male","69","White","Not Hispanic","Illinois","Grade 10","Not in labor force","N/A",0,0
"2019","Tennessee","Memphis, TN-MS-AR",285.00,"Female","40","Black/African American/Negro","Not Hispanic","Tennessee","Regular high school diploma","Employed","20",3000,3000
"2019","Tennessee","Memphis, TN-MS-AR",316.00,"Female","24","Black/African American/Negro","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Employed","30",17000,17000
"2019","Tennessee","Memphis, TN-MS-AR",327.00,"Female","16","Black/African American/Negro","Not Hispanic","Tennessee","Grade 10","Not in labor force","N/A",0,0
"2019","Tennessee","Memphis, TN-MS-AR",276.00,"Male","15","Black/African American/Negro","Not Hispanic","Tennessee","Grade 10","N/A","N/A",7000,999999
"2019","Tennessee","Memphis, TN-MS-AR",61.00,"Male","74","Black/African American/Negro","Not Hispanic","Tennessee","Regular high school diploma","Not in labor force","N/A",4200,0
"2019","Tennessee","Memphis, TN-MS-AR",65.00,"Female","54","Black/African American/Negro","Not Hispanic","Illinois","1 or more years of college credit, no degree","Employed","28",29500,9700
"2019","Tennessee","Memphis, TN-MS-AR",107.00,"Female","23","Black/African American/Negro","Not Hispanic","Tennessee","Bachelor's degree","Employed","20",4900,4900
"2019","Tennessee","Memphis, TN-MS-AR",126.00,"Female","58","White","Not Hispanic","Tennessee","Master's degree","Not in labor force","N/A",57600,0
"2019","Tennessee","Memphis, TN-MS-AR",128.00,"Female","51","White","Not Hispanic","Tennessee","Bachelor's degree","Employed","50",100000,100000
"2019","Tennessee","Memphis, TN-MS-AR",94.00,"Male","51","Black/African American/Negro","Not Hispanic","Tennessee","Bachelor's degree","Employed","72",76000,76000
"2019","Tennessee","Memphis, TN-MS-AR",81.00,"Female","47","Black/African American/Negro","Not Hispanic","Michigan","Bachelor's degree","Employed","22",8000,8000
"2019","Tennessee","Memphis, TN-MS-AR",172.00,"Male","18","Black/African American/Negro","Not Hispanic","Tennessee","Some college, but less than 1 year","Not in labor force","20",3000,3000
"2019","Tennessee","Memphis, TN-MS-AR",57.00,"Female","16","Black/African American/Negro","Not Hispanic","Tennessee","Grade 10","Not in labor force","N/A",0,0
"2019","Tennessee","Memphis, TN-MS-AR",43.00,"Male","56","White","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Employed","50",75000,75000
"2019","Tennessee","Memphis, TN-MS-AR",46.00,"Female","54","White","Not Hispanic","Georgia","1 or more years of college credit, no degree","Not in labor force","N/A",0,0
"2019","Tennessee","Memphis, TN-MS-AR",56.00,"Female","31","Black/African American/Negro","Not Hispanic","Tennessee","Master's degree","Employed","40",20000,20000
"2019","Tennessee","Memphis, TN-MS-AR",108.00,"Male","28","Black/African American/Negro","Not Hispanic","Tennessee","Bachelor's degree","Employed","40",17000,17000
"2019","Tennessee","Memphis, TN-MS-AR",314.00,"Male","40","Black/African American/Negro","Not Hispanic","Tennessee","1 or more years of college credit, no degree","Employed","45",53000,53000
"2019","Tennessee","Memphis, TN-MS-AR",353.00,"Female","10","Black/African American/Negro","Not Hispanic","Tennessee","Grade 4","N/A","N/A",9999999,999999
